"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"CVS, Long, 2026-05-10 (Price: 90.55)",No Exit Yet,"3.01%, 10 days","70.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-20 (Price: 93.28), 3.01% above",10 days,"2, 2025-11-02 (Price: 85.15)",2026-05-03 (Price: 82.09),2026-05-07 (Price: 87.36),17/13/10 days,13.63% above/6.78% above/3.01% above,2025-11-02 (Price: 85.15)/2026-05-10 (Price: 79.96),17.29%/1.66%/10.0%,"11.34%, 34.7%",11.4 months/28 days/2.3 months,2027-09-17/2026-06-19/2026-08-17,3.99%,3.56%,0.43%,0.28,0.17,97.4318/99.605/93.79/106.045/116.3721/144.3517/No EMA 200 Target,70.08/58.425/90.5278/76.2419/No F-Track Level/No F-Track Level/76.18,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),82.3
"EEM, Long, 2026-05-10 (Price: 67.94)",No Exit Yet,"-3.65%, 10 days","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-20 (Price: 65.46), 3.65% below",10 days,"6, 2016-04-24 (Price: 35.34)",2026-05-03 (Price: 64.13),2026-05-08 (Price: 67.94),17/12/10 days,2.07% above/3.65% below/3.65% below,2016-04-24 (Price: 35.34)/2026-05-10 (Price: 63.3986),11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-05-07/2026-06-19/2026-10-22,3.13%,1.56%,1.57%,0.12,-0.02,71.6427/70.6576/87.5/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,55.2/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/55.94,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),64.47
"MEL.NZ, Long, 2026-05-10 (Price: 5.76)",No Exit Yet,"0.52%, 10 days","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-20 (Price: 5.79), 0.52% above",10 days,"0, 2024-07-21 (Price: 6.89)",2026-05-03 (Price: 5.72),2026-05-08 (Price: 5.76),17/12/10 days,1.22% above/0.52% above/0.52% above,2024-07-21 (Price: 6.89)/2026-05-10 (Price: 5.6562),24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,2026-09-30/2026-07-09/2026-07-27,11.03%,7.59%,3.44%,0.58,0.4,6.2761/6.3492/6.44/6.825/7.4565/8.4213/No EMA 200 Target,5.35/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.68,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),5.69
"KXS.TO, Long, 2026-05-10 (Price: 158.73)",No Exit Yet,"-7.76%, 10 days","91.67%, Past 10 years, 12","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-20 (Price: 146.41), 7.76% below",10 days,"2, 2025-08-03 (Price: 212.45)",2026-05-10 (Price: 158.73),2026-05-07 (Price: 152.96),10/13/10 days,7.76% below/4.28% below/7.76% below,2025-08-03 (Price: 212.45)/2026-05-10 (Price: 139.7766),27.78%/4.77%/12.44%,"3.79%, 30.73%",6.1 months/1.2 month/3.5 months,2027-01-30/2026-07-01/2026-10-09,8.82%,15.1%,-6.28%,0.9,0.71,170.5395/178.476/190.96/209.885/256.6637/289.1348/164.72,123.77/118.35/151.1683/123.9058/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),145.3
"NOVA.F, Long, 2026-05-10 (Price: 38.92)",No Exit Yet,"-0.67%, 10 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-05-08",Already confirmed,"2026-05-20 (Price: 38.66), 0.67% below",10 days,"4, 2024-05-12 (Price: 140.5295)",2026-04-26 (Price: 35.1),2026-05-10 (Price: 38.92),24/10/10 days,10.14% above/0.67% below/0.67% below,2024-05-12 (Price: 140.5295)/2026-05-10 (Price: 31.1332),21.11%/2.36%/10.96%,"-0.0%, 9.84%",6.1 months/1.2 month/2.7 months,2027-01-30/2026-07-01/2026-09-04,12.8%,7.07%,5.73%,1.33,0.37,45.9061/43.1856/99.89/126.5/138.0871/146.706/42.48,31.2/No Horizontal Support/33.7767/28.7825/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),37.0
"MEL.NZ, Long, 2026-05-01 (Price: 5.72)",2026-05-18 (Price: 5.88),"2.8%, 17 days","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-05-01",Already confirmed,"2026-05-20 (Price: 5.79), 1.22% above",19 days,"4, 2026-02-09 (Price: 5.8)",2026-04-30 (Price: 5.68),2026-05-01 (Price: 5.72),20/19/19 days,1.94% above/1.22% above/1.22% above,2026-02-09 (Price: 5.8)/2026-05-01 (Price: 5.5111),6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-04-26/2026-05-29/2026-07-31,13.84%,2.96%,10.88%,0.23,0.15,5.8784/5.8681/5.77/6.825/7.4565/8.4213/No EMA 200 Target,5.53/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.67,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),5.65
"^TNX, Long, 2026-04-30 (Price: 4.39)",No Exit Yet,"4.15%, 20 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-04-30",Already confirmed,"2026-05-20 (Price: 4.572), 4.15% above",20 days,"2, 2025-01-31 (Price: 4.809)",2026-04-30 (Price: 4.39),2026-04-22 (Price: 4.294),20/28/20 days,4.15% above/6.47% above/4.15% above,2025-01-31 (Price: 4.809)/2026-04-30 (Price: 4.134),48.31%/4.17%/29.27%,"56.79%, 83.03%",1.4 year/4.1 months/6.5 months,2028-04-27/2026-10-23/2027-02-06,0.6%,-0.57%,1.17%,0.28,0.01,5.1986/5.675/4.64/4.6918/17.4008/18.8284/No EMA 200 Target,3.96/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/4.19,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),4.293
"NVDA, Long, 2026-04-27 (Price: 216.61)",2026-05-18 (Price: 222.32),"2.64%, 21 days","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-04-27",Already confirmed,"2026-05-20 (Price: 223.47), 3.17% above",23 days,"0, 2025-10-10 (Price: 195.62)",2026-04-23 (Price: 199.64),2026-04-27 (Price: 216.61),27/23/23 days,11.94% above/3.17% above/3.17% above,2025-10-10 (Price: 195.62)/2026-04-27 (Price: 198.5377),19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,2026-06-26/2026-05-05/2026-05-14,14.93%,46.02%,-31.09%,0.77,1.8,265.0873/235.9966/229.2/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/183.11,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),209.645
"AMZN, Long, 2026-04-19 (Price: 250.56)",2026-05-20 (Price: 265.01),"5.77%, 1 month","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-05-20 (Price: 265.01), 5.77% above",1 month,"2, 2025-11-09 (Price: 258.6)",2026-04-19 (Price: 250.56),2026-04-19 (Price: 250.56),31/31/31 days,5.77% above/5.77% above/5.77% above,2025-11-09 (Price: 258.6)/2026-04-19 (Price: 236.382),22.98%/2.35%/10.1%,"25.73%, 54.83%",1.1 year/28 days/4.9 months,2027-11-13/2026-05-29/2026-11-17,8.88%,16.61%,-7.73%,0.22,0.84,270.9055/275.8666/255.38/No Horizontal Resistance/317.6152/339.3352/No EMA 200 Target,198.79/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/225.58,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),237.45
"MCY.NZ, Long, 2026-04-15 (Price: 6.73)",2026-05-15 (Price: 7.05),"4.75%, 1 month","92.68%, Past 4 years, 41","Daily, is CONFIRMED on 2026-04-15",Already confirmed,"2026-05-20 (Price: 6.91), 2.67% above",1.2 month,"0, 2024-03-06 (Price: 7.25)",2026-04-14 (Price: 6.6),2026-04-15 (Price: 6.73),36/35/35 days,4.7% above/2.67% above/2.67% above,2024-03-06 (Price: 7.25)/2026-04-15 (Price: 6.563),7.72%/1.3%/3.76%,"5.1%, 16.49%",4.9 months/4 days/1.2 month,2026-11-13/2026-04-20/2026-06-06,16.69%,4.55%,12.14%,0.91,0.23,6.9191/6.983/7.04/7.072/7.8394/8.9737/No EMA 200 Target,6.19/5.13/6.4223/5.8309/No F-Track Level/No F-Track Level/6.42,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),6.6
"USO, Long, 2026-03-15 (Price: 119.89)",2026-05-20 (Price: 144.27),"20.34%, 2.2 months","80.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-03-13",Already confirmed,"2026-05-20 (Price: 144.27), 20.34% above",2.2 months,"0, 2023-10-01 (Price: 83.29)",2026-03-08 (Price: 108.77),2026-03-13 (Price: 119.89),73/68/66 days,32.64% above/20.34% above/20.34% above,2023-10-01 (Price: 83.29)/2026-03-15 (Price: 83.6838),57.72%/1.06%/21.93%,"70.35%, 78.81%",1.8 year/1.2 month/6.8 months,2028-10-08/2026-05-06/2027-01-04,7.54%,-3.59%,11.13%,0.24,-0.08,126.5679/146.1819/141.85/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,68.03/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/74.94,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),119.42
"CNU.NZ, Long, 2026-03-01 (Price: 9.58)",2026-05-20 (Price: 10.02),"4.59%, 2.7 months","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-02-27",Already confirmed,"2026-05-20 (Price: 10.02), 4.59% above",2.7 months,"2, 2025-09-07 (Price: 9.98)",2026-03-01 (Price: 9.58),2026-02-27 (Price: 9.58),80/82/80 days,4.59% above/4.59% above/4.59% above,2025-09-07 (Price: 9.98)/2026-03-01 (Price: 9.4764),11.36%/2.06%/5.35%,"-0.0%, 21.14%",1.3 year/1.2 month/8.2 months,2028-01-07/2026-04-22/2027-02-18,11.06%,5.54%,5.52%,0.7,0.28,10.3646/10.0925/9.82/9.875/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.13/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.12,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),9.52
"TSM, Long, 2026-02-22 (Price: 370.54)",2026-05-20 (Price: 401.62),"8.39%, 2.9 months","94.74%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-05-20 (Price: 401.62), 8.39% above",2.9 months,"2, 2016-04-03 (Price: 26.62)",2026-02-22 (Price: 370.54),2026-02-20 (Price: 370.54),87/89/87 days,8.39% above/8.39% above/8.39% above,2016-04-03 (Price: 26.62)/2026-02-22 (Price: 364.3362),40.88%/7.36%/15.15%,"10.32%, 31.75%",8.9 months/28 days/3 months,2027-03-15/2026-04-03/2026-07-02,14.29%,17.0%,-2.71%,1.06,0.9,431.2345/426.6768/576.89/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,275.06/83.575/272.4436/230.123/No F-Track Level/No F-Track Level/268.3,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),361.87
"BTI, Long, 2026-02-20 (Price: 62.08)",2026-05-18 (Price: 66.35),"6.88%, 2.9 months","100.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-02-20",Already confirmed,"2026-05-20 (Price: 65.3), 5.19% above",3 months,"0, 2025-11-28 (Price: 58.7)",2026-02-19 (Price: 60.99),2026-02-20 (Price: 62.08),90/89/89 days,7.07% above/5.19% above/5.19% above,2025-11-28 (Price: 58.7)/2026-02-20 (Price: 60.4422),9.02%/0.81%/3.13%,"-0.0%, 8.72%",3.2 months/4 days/22 days,2026-07-09/2026-02-25/2026-03-23,12.9%,5.67%,7.23%,1.15,0.29,66.7919/64.0231/64.11/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),61.93
"CNR.TO, Long, 2026-02-15 (Price: 146.42)",2026-05-10 (Price: 152.71),"4.3%, 2.8 months","92.59%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-05-20 (Price: 157.75), 7.74% above",3.1 months,"4, 2024-03-03 (Price: 178.38)",2026-02-08 (Price: 138.55),2026-02-15 (Price: 146.42),101/94/94 days,13.86% above/7.74% above/7.74% above,2024-03-03 (Price: 178.38)/2026-02-15 (Price: 133.1732),10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,2027-12-24/2026-03-27/2026-07-25,6.05%,6.79%,-0.74%,0.9,0.39,154.9416/155.2931/165.6/171.0825/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),138.58
"EEM, Long, 2026-02-08 (Price: 60.07)",2026-05-17 (Price: 65.07),"8.32%, 3.3 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-05-20 (Price: 65.46), 8.97% above",3.4 months,"2, 2016-04-24 (Price: 35.34)",2026-02-08 (Price: 60.07),2026-02-06 (Price: 60.07),101/103/101 days,8.97% above/8.97% above/8.97% above,2016-04-24 (Price: 35.34)/2026-02-08 (Price: 58.342),11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-02-06/2026-03-20/2026-07-23,3.13%,1.56%,1.57%,0.12,-0.02,63.3438/62.4728/74.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/51.59,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),58.58
"EEM, Long, 2026-01-25 (Price: 59.07)",2026-05-10 (Price: 67.94),"15.02%, 3.5 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-20 (Price: 65.46), 10.82% above",3.8 months,"2, 2016-04-24 (Price: 35.34)",2026-01-25 (Price: 59.07),2026-01-21 (Price: 58.26),115/119/115 days,10.82% above/12.36% above/10.82% above,2016-04-24 (Price: 35.34)/2026-01-25 (Price: 57.8607),11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-01-23/2026-03-06/2026-07-09,3.13%,1.56%,1.57%,0.12,-0.02,62.2893/61.4328/73.31/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.68,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),57.35
"XIU.TO, Long, 2026-01-18 (Price: 48.64)",2026-05-10 (Price: 50.09),"2.98%, 3.7 months","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-20 (Price: 50.58), 3.99% above",4.1 months,"2, 2016-03-20 (Price: 20.16)",2026-01-11 (Price: 48.22),2026-01-18 (Price: 48.64),129/122/122 days,4.89% above/3.99% above/3.99% above,2016-03-20 (Price: 20.16)/2026-01-18 (Price: 47.9139),4.78%/1.57%/2.92%,"-0.0%, 32.4%",1.1 year/28 days/3.7 months,2027-08-14/2026-02-27/2026-06-27,4.78%,4.53%,0.25%,1.33,0.22,49.5544/50.0603/65.73/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,35.35/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.5,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),48.27
"ASML, Long, 2026-01-18 (Price: 1358.5699)",2026-05-10 (Price: 1592.02),"17.18%, 3.7 months","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-20 (Price: 1550.13), 14.1% above",4.1 months,"2, 2016-02-07 (Price: 92.74)",2026-01-18 (Price: 1358.5699),2026-01-15 (Price: 1331.6),122/125/122 days,14.1% above/16.41% above/14.1% above,2016-02-07 (Price: 92.74)/2026-01-18 (Price: 1258.5642),26.23%/2.69%/11.48%,"25.72%, 56.36%",8.9 months/1.2 month/3.3 months,2027-02-08/2026-03-11/2026-06-10,11.44%,16.81%,-5.37%,0.53,0.81,1497.144/1514.5337/2118.07/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/873.67,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1256.0601
"MAR, Long, 2025-12-31 (Price: 310.24)",2026-05-20 (Price: 369.75),"19.18%, 4.7 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-20 (Price: 369.75), 19.18% above",4.7 months,"2, 2025-02-28 (Price: 307.52)",2025-11-30 (Price: 304.79),2025-12-31 (Price: 310.24),171/140/140 days,21.31% above/19.18% above/19.18% above,2025-02-28 (Price: 307.52)/2025-12-31 (Price: 259.98),30.2%/3.49%/14.0%,"0%, 34.42%",1.6 year/4.2 months/9.9 months,2028-04-13/2026-07-01/2027-03-06,8.97%,8.08%,0.89%,1.25,0.41,376.166/353.6736/311.87/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),302.43
"^STI, Long, 2025-12-31 (Price: 4646.21)",2026-04-30 (Price: 4912.6899),"5.74%, 4 months","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-20 (Price: 5044.9102), 8.58% above",4.7 months,"10, 2002-03-31 (Price: 1848.99)",2025-12-31 (Price: 4646.21),2025-12-12 (Price: 4586.4502),140/159/140 days,8.58% above/10.0% above/8.58% above,2002-03-31 (Price: 1848.99)/2025-12-31 (Price: 4519.63),18.82%/5.74%/11.38%,"4.28%, 24.61%",7.1 months/4 months/5.3 months,2026-11-04/2026-06-22/2026-08-18,4.3%,3.1%,1.2%,0.65,0.09,5025.3407/5174.9487/6324.54/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3067.74/3046.5738/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4180.18,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),4531.5498
"GOOG, Long, 2025-11-30 (Price: 320.12)",2026-05-17 (Price: 393.32),"22.87%, 5.6 months","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2026-05-20 (Price: 384.9), 20.24% above",5.7 months,"2, 2016-02-07 (Price: 39.4935)",2025-11-23 (Price: 299.65),2025-11-30 (Price: 320.12),178/171/171 days,28.45% above/20.24% above/20.24% above,2016-02-07 (Price: 39.4935)/2025-11-30 (Price: 304.0583),19.02%/4.43%/10.08%,"-0.0%, 15.08%",4 months/1.2 month/1.7 month,2026-05-22/2026-01-21/2026-02-11,13.59%,17.02%,-3.43%,1.76,0.92,378.3178/352.3881/488.5/No Horizontal Resistance/No Target/322.8294/No EMA 200 Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),311.01
"TSM, Long, 2025-10-31 (Price: 300.43)",2026-04-30 (Price: 396.06),"31.83%, 6 months","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-05-20 (Price: 401.62), 33.68% above",6.7 months,"2, 2001-05-31 (Price: 12.1213)",2025-10-31 (Price: 300.43),2025-10-13 (Price: 302.89),201/219/201 days,33.68% above/32.6% above/33.68% above,2001-05-31 (Price: 12.1213)/2025-10-31 (Price: 284.8673),62.44%/6.14%/35.19%,"-0.0%, 49.81%",1.4 year/5 months/9.2 months,2027-10-29/2026-06-05/2026-12-04,10.54%,10.95%,-0.41%,1.24,0.54,405.7307/406.1513/473.42/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/218.77,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),278.44
"MU, Long, 2025-10-31 (Price: 223.77)",2026-04-30 (Price: 517.16),"131.11%, 6 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-05-20 (Price: 731.99), 227.12% above",6.7 months,"2, 2024-06-30 (Price: 157.54)",2025-09-30 (Price: 167.32),2025-10-31 (Price: 223.77),232/201/201 days,337.48% above/227.12% above/227.12% above,2024-06-30 (Price: 157.54)/2025-10-31 (Price: 120.62),251.92%/11.92%/78.11%,"0%, 56.06%",2.6 years/5 months/11.7 months,2029-07-17/2026-06-05/2027-03-23,19.12%,8.27%,10.85%,1.02,0.44,413.9521/398.5567/263.51/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,76.95/48.44/164.6637/137.5765/No F-Track Level/No F-Track Level/117.49,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),165.6
"QQQ, Long, 2025-10-26 (Price: 617.1)",2026-05-17 (Price: 708.93),"14.88%, 6.8 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-05-20 (Price: 713.15), 15.56% above",6.9 months,"2, 2016-04-24 (Price: 111.44)",2025-10-19 (Price: 603.93),2025-10-23 (Price: 610.58),213/209/206 days,18.08% above/16.8% above/15.56% above,2016-04-24 (Price: 111.44)/2025-10-26 (Price: 596.1121),12.09%/1.74%/6.41%,"10.15%, 35.46%",4.2 months/1.2 month/2.2 months,2026-04-26/2025-12-17/2026-01-29,7.81%,12.14%,-4.33%,0.34,0.81,697.8784/656.6561/920.5/No Horizontal Resistance/No Target/836.2536/No EMA 200 Target,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),607.14
"^NDX, Long, 2025-10-26 (Price: 25358.1602)",2026-05-17 (Price: 29125.1992),"14.86%, 6.8 months","95.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-05-20 (Price: 29297.6973), 15.54% above",6.9 months,"2, 2016-04-24 (Price: 4574.3799)",2025-10-19 (Price: 24817.9492),2025-10-24 (Price: 25358.1602),213/208/206 days,18.05% above/15.54% above/15.54% above,2016-04-24 (Price: 4574.3799)/2025-10-26 (Price: 24500.6763),11.99%/1.69%/5.82%,"10.17%, 35.49%",4.9 months/1.2 month/2.8 months,2026-05-26/2025-12-17/2026-02-24,8.22%,12.18%,-3.96%,0.62,0.81,27975.1223/26834.0051/37828.43/No Horizontal Resistance/No Target/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21943.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),24991.0996
"NVDA, Long, 2025-10-05 (Price: 187.62)",2026-05-17 (Price: 225.32),"20.09%, 7.5 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-05-20 (Price: 223.47), 19.11% above",7.6 months,"0, 2016-08-21 (Price: 1.5875)",2025-09-21 (Price: 176.67),2025-10-03 (Price: 187.62),241/229/227 days,26.49% above/19.11% above/19.11% above,2016-08-21 (Price: 1.5875)/2025-10-05 (Price: 169.339),43.5%/5.43%/14.45%,"26.78%, 65.96%",1.6 year/1.2 month/4.1 months,2028-01-17/2025-11-26/2026-03-30,14.31%,32.67%,-18.36%,0.35,1.39,214.2245/214.7311/299.24/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/143.06,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),180.43
"COIN, Long, 2025-10-03 (Price: 380.02)",2026-05-20 (Price: 191.29),"-49.66%, 7.6 months","75.0%, Past 4 years, 24","Daily, is CONFIRMED on 2025-10-03",Already confirmed,"2026-05-20 (Price: 191.29), 49.66% below",7.6 months,"2, 2024-06-06 (Price: 263.8)",2025-10-02 (Price: 372.07),2025-10-03 (Price: 380.02),230/229/229 days,48.59% below/49.66% below/49.66% below,2024-06-06 (Price: 263.8)/2025-10-03 (Price: 354.75),34.91%/8.5%/15.93%,"53.97%, 78.08%",4.7 months/6 days/29 days,2026-04-25/2025-10-11/2025-11-14,12.88%,-6.76%,19.64%,0.2,0.3,443.0273/440.5572/449.75/No Horizontal Resistance/494.3788/524.6349/No EMA 200 Target,306.69/86.505/359.5789/234.936/No F-Track Level/No F-Track Level/274.36,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),373.35
